OBJECTID,HAMILTON_3525005_C00000,TOTAL_FEMALE,TOTAL_MALE,TOTAL_SEX
1146,    2001 to 2010,14255,12075,26330
1147,      2001 to 2005,7035,5880,12915
1148,      2006 to 2010,7215,6195,13410
1149,    2011 to 2016,6855,6295,13150
1150,  Non-permanent residents,2915,3315,6230
1151,Total - Age at immigration for the immigrant population in private households - 25% sample data,68875,61490,130365
1152,  Under 5 years,7420,7225,14640
1153,  5 to 14 years,13325,13600,26925
1154,  15 to 24 years,17560,14125,31680
1155,  25 to 44 years,25760,22670,48430
1156,  45 years and over,4810,3880,8690
1157,Total - Selected places of birth for the immigrant population in private households - 25% sample data,68875,61495,130370
1158,  Americas,9485,7520,17010
1159,    Brazil,180,145,330
1160,    Colombia,755,640,1395
1161,    El Salvador,825,770,1600
1162,    Guyana,715,510,1230
1163,    Haiti,105,105,210
1164,    Jamaica,1530,1250,2780
1165,    Mexico,310,290,600
1166,    Peru,115,115,225
1167,    Trinidad and Tobago,740,515,1250
1168,    United States,2300,1600,3900
1169,    Other places of birth in Americas,1910,1580,3495
1170,  Europe,33300,30100,63400
1171,    Bosnia and Herzegovina,1335,1380,2715
1172,    Croatia,2455,2345,4800
1173,    France,205,185,385
1174,    Germany,1675,1345,3020
1175,    Greece,630,725,1350
1176,    Hungary,790,695,1485
1177,    Ireland,300,285,580
1178,    Italy,5560,5230,10790
1179,    Netherlands,1265,1235,2495
1180,    Poland,3165,2610,5775
1181,    Portugal,2800,2800,5600
1379,    Northern European origins (except British Isles origins),4565,3975,8540
1380,      Danish,1230,1075,2305
1381,      Finnish,850,830,1675
1382,      Icelandic,160,160,320
1383,      Norwegian,1005,780,1785
1384,      Swedish,1385,1155,2535
1385,"      Northern European origins, n.i.e.",245,235,480
1386,    Eastern European origins,35265,32655,67920
1387,      Bulgarian,215,230,445
1388,      Byelorussian,135,65,200
1389,      Czech,1220,1185,2405
1390,"      Czechoslovakian, n.o.s.",545,395,940
1391,      Estonian,315,295,615
1392,      Hungarian,5850,5370,11215
1393,      Latvian,480,485,965
1394,      Lithuanian,1060,910,1970
1395,      Moldovan,25,20,45
1396,      Polish,14590,13845,28435
1397,      Romanian,2380,2120,4500
1398,      Russian,3025,2720,5740
1399,      Slovak,975,1065,2040
1400,      Ukrainian,9925,9065,18985
1401,"      Eastern European origins, n.i.e.",180,135,315
1402,    Southern European origins,54875,55455,110330
1403,      Albanian,830,815,1645
1404,      Bosnian,1065,1045,2110
1405,      Catalan,0,20,25
1406,      Croatian,5145,5210,10360
1407,      Cypriot,55,55,110
1408,      Greek,2360,2670,5030
1409,      Italian,30935,31400,62335
1410,      Kosovar,155,145,305
1411,      Macedonian,565,705,1265
1412,      Maltese,515,590,1105
1413,      Montenegrin,80,100,175
1414,      Portuguese,7980,8250,16225
1415,      Serbian,3620,3970,7585
1416,      Sicilian,340,270,615
1417,      Slovenian,1005,920,1925
1418,      Spanish,3460,2825,6290
1419,"      Yugoslavian, n.o.s.",560,665,1220
1420,"      Southern European origins, n.i.e.",35,40,70
1421,    Other European origins,1440,1320,2760
1422,      Basque,15,20,35
1423,      Jewish,800,660,1465
1424,      Roma (Gypsy),155,145,300
1425,"      Slavic, n.o.s.",85,90,175
1426,"      Other European origins, n.i.e.",405,425,835
1427,  Caribbean origins,6710,6015,12725
1428,    Antiguan,35,30,65
1429,    Bahamian,55,25,85
1430,    Barbadian,365,315,685
1431,    Bermudan,35,55,90
1432,    Carib,20,15,30
1433,    Cuban,405,340,745
1434,    Dominican,195,200,395
1435,    Grenadian,180,170,345
1436,    Guadeloupean,0,0,0
1437,    Haitian,195,145,345
1438,    Jamaican,3940,3515,7460
1439,    Kittitian/Nevisian,15,30,45
1440,    Martinican,0,0,0
1441,    Montserratan,10,0,10
1442,    Puerto Rican,20,25,40
1443,    St. Lucian,60,50,110
1444,    Trinidadian/Tobagonian,915,850,1765
1445,    Vincentian/Grenadinian,95,115,210
1446,"    West Indian, n.o.s.",645,425,1065
1447,"    Caribbean origins, n.i.e.",220,200,420
1448,"  Latin, Central and South American origins",6210,5580,11785
1449,    Aboriginal from Central/South America (except Arawak and Maya),215,200,420
1450,    Arawak,30,20,55
1451,    Argentinian,195,210,415
1452,    Belizean,15,10,25
1453,    Bolivian,15,35,55
1454,    Brazilian,295,235,530
1455,    Chilean,285,220,505
1456,    Colombian,1000,910,1915
1457,    Costa Rican,60,35,100
1458,    Ecuadorian,140,155,290
1459,    Guatemalan,420,395,815
1460,    Guyanese,950,885,1835
1461,    Hispanic,150,120,265
1462,    Honduran,165,90,255
1463,    Maya,75,55,130
1464,    Mexican,650,625,1275
1465,    Nicaraguan,180,140,315
1466,    Panamanian,40,35,70
1467,    Paraguayan,10,10,20
1468,    Peruvian,140,180,320
1469,    Salvadorean,1105,1080,2185
1470,    Uruguayan,40,50,95
1471,    Venezuelan,130,90,220
1472,"    Latin, Central and South American origins, n.i.e.",355,280,630
1473,  African origins,7245,7190,14435
1474,    Central and West African origins,1625,1630,3255
1475,      Akan,10,10,20
1476,      Angolan,75,55,130
1477,      Ashanti,0,20,25
1478,      Beninese,15,0,15
1479,      Burkinabe,0,15,20
1480,      Cameroonian,75,90,160
1481,      Chadian,150,125,275
1482,      Congolese,360,355,710
1483,      Edo,0,0,0
1484,      Ewe,0,0,0
1485,      Gabonese,0,0,0
1486,      Gambian,10,0,10
1487,      Ghanaian,435,430,870
1488,      Guinean,25,15,35
1489,      Ibo,15,45,60
1490,      Ivorian,20,15,25
1491,      Liberian,15,20,35
1492,      Malian,0,0,0
1493,      Malinké,0,0,0
1494,      Nigerian,365,450,810
1495,      Peulh,0,0,0
1496,      Senegalese,25,10,25
1497,      Sierra Leonean,10,25,35
1498,      Togolese,0,0,0
1499,      Wolof,0,0,0
1500,      Yoruba,20,15,35
1501,"      Central and West African origins, n.i.e.",85,35,115
1502,    North African origins,1160,1435,2595
1503,      Algerian,55,80,135
1504,      Berber,15,15,25
1505,      Coptic,15,35,55
1506,      Dinka,15,20,40
1507,      Egyptian,605,715,1315
1508,      Libyan,60,80,135
1509,      Maure,0,0,0
1510,      Moroccan,120,165,285
1511,      Sudanese,280,365,645
1512,      Tunisian,15,30,50
1513,"      North African origins, n.i.e.",40,35,75
1514,    Southern and East African origins,2225,2045,4270
1515,      Afrikaner,10,0,15
1516,      Amhara,20,20,40
1517,"      Bantu, n.o.s.",40,45,85
1518,      Burundian,50,35,85
1519,      Djiboutian,0,10,0
1520,      Eritrean,105,85,185
1521,      Ethiopian,235,215,450
1522,      Harari,0,0,0
1523,      Kenyan,160,100,255
1524,      Malagasy,0,0,0
1525,      Mauritian,15,15,30
1526,      Oromo,15,45,60
1527,      Rwandan,145,140,285
1528,      Seychellois,0,0,10
1529,      Somali,710,535,1250
1530,      South African,335,370,710
1531,      Tanzanian,80,40,125
1532,      Tigrian,0,0,0
1533,      Ugandan,50,55,105
1534,      Zambian,30,20,45
1535,      Zimbabwean,220,210,430
1536,      Zulu,45,60,100
1537,"      Southern and East African origins, n.i.e.",140,135,270
1538,    Other African origins,2380,2180,4560
1539,"      Black, n.o.s.",380,350,725
1540,"      Other African origins, n.i.e.",2025,1865,3890
1541,  Asian origins,38190,36010,74200
1542,    West Central Asian and Middle Eastern origins,10410,10695,21105
1543,      Afghan,765,735,1495
1544,"      Arab, n.o.s.",1315,1415,2730
1545,      Armenian,480,475,955
1546,      Assyrian,1030,1035,2070
1547,      Azerbaijani,40,30,75
1548,      Georgian,15,15,30
1549,      Hazara,10,30,45
1550,      Iranian,995,975,1975
1551,      Iraqi,1595,1695,3295
1552,      Israeli,150,170,320
1553,      Jordanian,290,310,600
1554,      Kazakh,15,10,30
1555,      Kurd,730,735,1460
1556,      Kuwaiti,0,0,0
1557,      Kyrgyz,0,0,0
1558,      Lebanese,1115,980,2090
1559,      Palestinian,720,870,1585
1560,      Pashtun,55,60,110
1561,      Saudi Arabian,60,65,125
1562,      Syrian,765,870,1635
1563,      Tajik,10,0,0
1564,      Tatar,10,10,20
1565,      Turk,630,610,1240
1566,      Turkmen,10,15,20
1567,      Uighur,10,0,10
1568,      Uzbek,10,0,10
1569,      Yemeni,145,150,300
1570,"      West Central Asian and Middle Eastern origins, n.i.e.",305,290,590
1571,    South Asian origins,11535,11455,22990
1572,      Bangladeshi,450,440,885
1573,      Bengali,160,190,350
1574,      Bhutanese,10,0,15
1575,      East Indian,7880,7915,15795
1576,      Goan,25,20,45
1577,      Gujarati,65,40,100
1578,      Kashmiri,35,30,65
1579,      Nepali,80,90,175
1580,      Pakistani,1990,1945,3935
1581,      Punjabi,595,590,1185
1582,      Sinhalese,70,85,150
1583,      Sri Lankan,430,355,785
1584,      Tamil,65,70,130
1585,"      South Asian origins, n.i.e.",505,505,1010
1586,    East and Southeast Asian origins,16485,14170,30650
1587,      Burmese,35,35,75
1588,      Cambodian (Khmer),755,635,1395
1589,      Chinese,6645,5915,12560
1590,      Filipino,4970,3840,8815
1591,      Hmong,0,0,0
1592,      Indonesian,120,80,200
1593,      Japanese,780,615,1390
1594,      Karen,180,210,385
1595,      Korean,1100,1035,2135
1596,      Laotian,425,330,760
1597,      Malaysian,105,95,200
1598,      Mongolian,35,25,60
1599,      Singaporean,10,0,0
1600,      Taiwanese,95,80,175
1601,      Thai,265,190,450
1602,      Tibetan,0,0,0
1603,      Vietnamese,2160,2015,4170
1604,"      East and Southeast Asian origins, n.i.e.",45,40,85
1605,    Other Asian origins,240,185,435
1606,"      Other Asian origins, n.i.e.",245,190,435
1607,  Oceania origins,400,430,825
1608,    Australian,235,255,490
1609,    New Zealander,80,95,175
1610,    Pacific Islands origins,85,85,165
1611,      Fijian,35,20,60
1612,      Hawaiian,10,10,15
1613,      Maori,20,20,30
1614,"      Polynesian, n.o.s.",0,30,25
1615,      Samoan,0,0,10
1616,"      Pacific Islands origins, n.i.e.",30,0,30
1617,Total - Private households by tenure - 25% sample data,...,...,211595
1618,  Owner,...,...,143055
1619,  Renter,...,...,68540
1620,  Band housing,...,...,0
1621,Total - Occupied private dwellings by condominium status - 25% sample data,...,...,211595
1622,  Condominium,...,...,21040
1623,  Not condominium,...,...,190555
1624,Total - Occupied private dwellings by number of bedrooms - 25% sample data,...,...,211595
1625,  No bedrooms,...,...,1265
1626,  1 bedroom,...,...,29840
1627,  2 bedrooms,...,...,44230
1628,  3 bedrooms,...,...,85380
1629,  4 or more bedrooms,...,...,50880
1630,Total - Occupied private dwellings by number of rooms - 25% sample data,...,...,211595
1631,  1 to 4 rooms,...,...,51925
1632,  5 rooms,...,...,29685
1633,  6 rooms,...,...,32915
1634,  7 rooms,...,...,30965
1635,  8 or more rooms,...,...,66110
1636,Average number of rooms per dwelling,...,...,6.4
1637,Total - Private households by number of persons per room - 25% sample data,...,...,211595
1638,  One person or fewer per room,...,...,208140
1639,  More than 1 person per room,...,...,3455
1640,Total - Private households by housing suitability - 25% sample data,...,...,211595
1641,  Suitable,...,...,200670
1642,  Not suitable,...,...,10920
1643,Total - Occupied private dwellings by period of construction - 25% sample data,...,...,211595
1644,  1960 or before,...,...,74470
1645,  1961 to 1980,...,...,61565
1646,  1981 to 1990,...,...,24780
1647,  1991 to 2000,...,...,20630
1648,  2001 to 2005,...,...,9830
1649,  2006 to 2010,...,...,10165
1650,  2011 to 2016,...,...,10150
1651,Total - Occupied private dwellings by dwelling condition - 25% sample data,...,...,211595
1652,  Only regular maintenance or minor repairs needed,...,...,196785
1653,  Major repairs needed,...,...,14810
1654,Total - Private households by number of household maintainers - 25% sample data,...,...,211595
1655,  1 household maintainer,...,...,124255
1656,  2 household maintainers,...,...,81760
1657,  3 or more household maintainers,...,...,5575
1658,Total - Private households by age of primary household maintainers - 25% sample data,...,...,211595
1659,  15 to 24 years,...,...,5330
1660,  25 to 34 years,...,...,27950
1661,  35 to 44 years,...,...,34220
1662,  45 to 54 years,...,...,44050
1663,  55 to 64 years,...,...,43335
1664,  65 to 74 years,...,...,30660
1665,  75 to 84 years,...,...,18180
1666,  85 years and over,...,...,7870
1667,"Total -  Owner and tenant households with household total income greater than zero, in non-farm, non-reserve private dwellings by shelter-cost-to-income ratio - 25% sample data",...,...,210795
1668,  Spending less than 30% of income on shelter costs,...,...,155740
1669,  Spending 30% or more of income on shelter costs,...,...,55055
1670,    30% to less than 100%,...,...,48335
1671,"Total - Owner households in non-farm, non-reserve private dwellings - 25% sample data",...,...,142450
1672,  % of owner households with a mortgage,...,...,60.3
1673,  % of owner households spending 30% or more of its income on shelter costs,...,...,16.8
1674,  Median monthly shelter costs for owned dwellings ($),...,...,1227
1675,  Average monthly shelter costs for owned dwellings ($),...,...,1350
1676,  Median value of dwellings ($),...,...,399370
1677,  Average value of dwellings ($),...,...,430555
1678,"Total - Tenant households in non-farm, non-reserve private dwellings - 25% sample data",...,...,68525
1679,  % of tenant households in subsidized housing,...,...,15.5
1680,  % of tenant households spending 30% or more of its income on shelter costs,...,...,45.4
1681,  Median monthly shelter costs for rented dwellings ($),...,...,892
1682,  Average monthly shelter costs for rented dwellings ($),...,...,947
1683,"Total - Highest certificate, diploma or degree for the population aged 15 years and over in private households - 25% sample data",227030,214025,441055
1684,"  No certificate, diploma or degree",44155,43720,87880
1685,  Secondary (high) school diploma or equivalency certificate,63355,62090,125450
1686,"  Postsecondary certificate, diploma or degree",119515,108220,227735
1687,    Apprenticeship or trades certificate or diploma,9025,21575,30600
1688,      Trades certificate or diploma other than Certificate of Apprenticeship or Certificate of Qualification,5830,8645,14475
1689,      Certificate of Apprenticeship or Certificate of Qualification,3195,12930,16130
1690,"    College, CEGEP or other non-university certificate or diploma",56655,42415,99070
1691,    University certificate or diploma below bachelor level,4625,3530,8155
1692,"    University certificate, diploma or degree at bachelor level or above",49210,40695,89910
1693,      Bachelor's degree,33960,26045,60000
1694,      University certificate or diploma above bachelor level,3410,2570,5980
1695,"      Degree in medicine, dentistry, veterinary medicine or optometry",1395,1655,3050
1696,      Master's degree,9015,8005,17025
1697,      Earned doctorate,1435,2425,3860
1698,"Total - Highest certificate, diploma or degree for the population aged 25 to 64 years in private households - 25% sample data",146200,139455,285660
1699,"  No certificate, diploma or degree",15875,19070,34945
1700,  Secondary (high) school diploma or equivalency certificate,36160,38465,74620
1701,"  Postsecondary certificate, diploma or degree",94165,81925,176095
1702,    Apprenticeship or trades certificate or diploma,6175,14595,20770
1703,      Trades certificate or diploma other than Certificate of Apprenticeship or Certificate of Qualification,3965,5950,9920
1704,      Certificate of Apprenticeship or Certificate of Qualification,2205,8645,10850
1705,"    College, CEGEP or other non-university certificate or diploma",44560,33605,78170
1706,    University certificate or diploma below bachelor level,3255,2445,5700
1707,"    University certificate, diploma or degree at bachelor level or above",40175,31280,71455
1708,      Bachelor's degree,27140,20005,47145
1709,      University certificate or diploma above bachelor level,2815,1875,4690
1710,"      Degree in medicine, dentistry, veterinary medicine or optometry",1245,1245,2490
1711,      Master's degree,7705,6390,14090
1712,      Earned doctorate,1270,1770,3040
1713,Total - Major field of study - Classification of Instructional Programs (CIP) 2016 for the population aged 15 years and over in private households - 25% sample data,227030,214025,441055
1714,"  No postsecondary certificate, diploma or degree",107515,105805,213320
1715,  Education,10005,3515,13525
1716,    13. Education,10010,3515,13525
1717,"  Visual and performing arts, and communications technologies",4810,4350,9155
1718,    10. Communications technologies/technicians and support services,470,1235,1705
1719,    50. Visual and performing arts,4340,3115,7450
1720,  Humanities,8135,5230,13360
1721,"    16. Aboriginal and foreign languages, literatures and linguistics",940,235,1170
1722,    23. English language and literature/letters,2420,1095,3520
1723,"    24. Liberal arts and sciences, general studies and humanities",2030,1120,3150
1724,    30A Interdisciplinary humanities,45,35,85
1725,    38. Philosophy and religious studies,480,630,1110
1726,    39. Theology and religious vocations,460,680,1140
1727,    54. History,1140,1330,2465
1728,    55. French language and literature/letters,620,100,720
1729,  Social and behavioural sciences and law,18940,9150,28090
1730,"    05. Area, ethnic, cultural, gender, and group studies",200,65,260
1731,"    09. Communication, journalism and related programs",1725,1270,2990
1732,    19. Family and consumer sciences/human sciences,4890,355,5240
1733,    22. Legal professions and studies,2510,1140,3645
1734,    30B Interdisciplinary social and behavioural sciences,550,115,670
1735,    42. Psychology,2740,935,3670
1736,    45. Social sciences,6330,5275,11600
1737,"  Business, management and public administration",25330,16100,41430
1738,    30.16 Accounting and computer science,65,0,70
1739,    44. Public administration and social service professions,3550,650,4195
1740,"    52. Business, management, marketing and related support services",21715,15445,37165
1741,  Physical and life sciences and technologies,4545,4845,9390
1742,    26. Biological and biomedical sciences,2295,1835,4130
1743,    30.01 Biological and physical sciences,1020,765,1780
1744,    30C Other interdisciplinary physical and life sciences,45,45,85
1745,    40. Physical sciences,820,2025,2840
1746,    41. Science technologies/technicians,370,180,550
1747,"  Mathematics, computer and information sciences",2990,4845,7835
1748,    11. Computer and information sciences and support services,1965,3780,5740
1749,    25. Library science,545,80,625
1750,    27. Mathematics and statistics,440,895,1335
1751,"    30D Interdisciplinary mathematics, computer and information sciences",35,95,135
1752,"  Architecture, engineering, and related technologies",3720,44155,47875
1753,    04. Architecture and related services,500,1600,2100
1754,    14. Engineering,1330,7340,8665
1755,    15. Engineering technologies and engineering-related fields,1295,10175,11470
1756,    30.12 Historic preservation and conservation,10,0,10
1757,    46. Construction trades,175,9165,9340
1758,    47. Mechanic and repair technologies/technicians,180,9645,9815
1759,    48. Precision production,240,6230,6470
1760,"  Agriculture, natural resources and conservation",1395,1935,3325
1761,"    01. Agriculture, agriculture operations and related sciences",1015,1285,2300
1762,    03. Natural resources and conservation,380,650,1030
1763,  Health and related fields,32090,7225,39315
1764,"    31. Parks, recreation, leisure and fitness studies",1835,1600,3435
1765,    51. Health professions and related programs,29780,5050,34830
1766,"    60. Dental, medical and veterinary residency programs",480,575,1055
1767,"  Personal, protective and transportation services",7505,6860,14370
1768,    12. Personal and culinary services,6195,2020,8210
1769,"    28. Military science, leadership and operational art",25,45,70
1770,    29. Military technologies and applied sciences,10,50,55
1771,    43. Security and protective services,1130,2870,3995
1772,    49. Transportation and materials moving,155,1880,2035
1773,  Other,45,10,55
1774,"    30.99 Multidisciplinary/interdisciplinary studies, other",45,10,55
1775,Total - Major field of study - Classification of Instructional Programs (CIP) 2016 for the population aged 25 to 64 years in private households - 25% sample data,146200,139455,285660
1776,"  No postsecondary certificate, diploma or degree",52030,57535,109565
1777,  Education,7305,2535,9840
1778,    13. Education,7305,2535,9840
1779,"  Visual and performing arts, and communications technologies",3725,3325,7050
1780,    10. Communications technologies/technicians and support services,330,870,1200
1781,    50. Visual and performing arts,3395,2450,5850
1782,  Humanities,6280,3815,10090
1783,"    16. Aboriginal and foreign languages, literatures and linguistics",755,185,945
1784,    23. English language and literature/letters,1830,805,2630
1785,"    24. Liberal arts and sciences, general studies and humanities",1560,840,2400
1786,    30A Interdisciplinary humanities,50,25,75
1787,    38. Philosophy and religious studies,365,450,815
1788,    39. Theology and religious vocations,340,450,790
1789,    54. History,900,985,1895
1790,    55. French language and literature/letters,485,70,550
1791,  Social and behavioural sciences and law,15115,7025,22150
1792,"    05. Area, ethnic, cultural, gender, and group studies",170,50,215
1793,"    09. Communication, journalism and related programs",1475,1045,2520
1794,    19. Family and consumer sciences/human sciences,3755,245,3995
1795,    22. Legal professions and studies,2250,815,3070
1796,    30B Interdisciplinary social and behavioural sciences,435,95,525
1797,    42. Psychology,2155,665,2825
1798,    45. Social sciences,4885,4115,9005
1799,"  Business, management and public administration",20460,12520,32980
1800,    30.16 Accounting and computer science,60,10,70
1801,    44. Public administration and social service professions,2900,510,3410
1802,"    52. Business, management, marketing and related support services",17500,12005,29505
1803,  Physical and life sciences and technologies,3605,3475,7080
1804,    26. Biological and biomedical sciences,1805,1330,3135
1805,    30.01 Biological and physical sciences,750,545,1295
1806,    30C Other interdisciplinary physical and life sciences,25,40,70
1807,    40. Physical sciences,710,1430,2135
1808,    41. Science technologies/technicians,310,130,440
1809,"  Mathematics, computer and information sciences",2460,4260,6715
1810,    11. Computer and information sciences and support services,1720,3445,5165
1811,    25. Library science,350,50,405
1812,    27. Mathematics and statistics,355,670,1025
1813,"    30D Interdisciplinary mathematics, computer and information sciences",35,90,125
1182,    Romania,915,790,1705
1183,    Russian Federation,410,290,700
1184,    Serbia,900,825,1730
1185,    Ukraine,490,360,855
1186,    United Kingdom,7590,6370,13960
1187,    Other places of birth in Europe,2815,2625,5445
1188,  Africa,3885,3610,7490
1189,    Algeria,35,35,70
1190,    Egypt,365,435,800
1191,    Ethiopia,205,145,350
1192,    Kenya,245,200,440
1193,    Morocco,70,100,170
1194,    Nigeria,215,200,415
1195,    Somalia,365,215,575
1196,"    South Africa, Republic of",340,305,640
1197,    Other places of birth in Africa,2035,1985,4025
1198,  Asia,21985,20040,42025
1199,    Afghanistan,490,455,945
1200,    Bangladesh,515,500,1020
1201,    China,2145,1740,3880
1202,    Hong Kong,330,300,635
1203,    India,3300,3280,6580
1204,    Iran,620,570,1190
1205,    Iraq,2345,2405,4750
1206,    Japan,125,80,205
1207,"    Korea, South",615,485,1095
1208,    Lebanon,510,455,965
1209,    Pakistan,1900,1790,3685
1210,    Philippines,3545,2340,5890
1211,    Sri Lanka,300,300,600
1212,    Syria,890,925,1825
1213,    Taiwan,125,120,245
1214,    Viet Nam,1495,1285,2780
1215,    Other places of birth in Asia,2725,3005,5725
1216,  Oceania and other places of birth,215,220,440
1217,Total - Selected places of birth for the recent immigrant population in private households - 25% sample data,6855,6295,13150
1218,  Americas,960,1050,2015
1219,    Brazil,20,20,45
1220,    Colombia,135,125,265
1221,    Cuba,65,50,115
1222,    Haiti,40,45,90
1223,    Jamaica,125,180,310
1224,    Mexico,50,55,110
1225,    United States,245,290,540
1226,    Venezuela,15,0,15
1227,    Other places of birth in Americas,255,275,530
1228,  Europe,965,900,1870
1229,    France,25,20,50
1230,    Germany,25,20,40
1231,    Ireland,10,40,50
1232,    Moldova,10,0,15
1233,    Romania,70,35,100
1234,    Russian Federation,80,40,120
1235,    Ukraine,55,20,80
1236,    United Kingdom,165,200,365
1237,    Other places of birth in Europe,525,520,1045
1238,  Africa,930,735,1665
1239,    Algeria,10,10,10
1240,    Cameroon,20,25,45
1241,"    Congo, Democratic Republic of the",65,90,155
1242,    Côte d'Ivoire,0,0,0
1243,    Egypt,115,95,215
1244,    Eritrea,40,20,60
1245,    Ethiopia,50,30,80
1246,    Morocco,10,20,25
1247,    Nigeria,70,45,110
1248,    Somalia,75,65,145
1249,"    South Africa, Republic of",20,25,50
1250,    Tunisia,15,10,15
1251,    Other places of birth in Africa,445,300,745
1252,  Asia,3975,3580,7560
1253,    Afghanistan,65,55,115
1254,    Bangladesh,65,60,125
1255,    China,385,260,645
1256,    Hong Kong,10,10,10
1257,    India,500,505,1010
1258,    Iran,135,120,250
1259,    Iraq,540,560,1100
1260,    Israel,20,25,45
1261,    Japan,20,10,30
1262,"    Korea, South",85,40,130
1263,    Lebanon,85,80,160
1264,    Nepal,30,20,50
1265,    Pakistan,375,320,700
1266,    Philippines,670,410,1080
1267,    Saudi Arabia,35,25,60
1268,    Sri Lanka,20,15,35
1269,    Syria,570,675,1245
1270,    Taiwan,10,0,0
1271,    Turkey,10,30,45
1272,    United Arab Emirates,35,65,100
1273,    Viet Nam,65,40,110
1274,    Other places of birth in Asia,250,260,505
1275,  Oceania and other,20,25,50
1276,    Australia,15,10,30
1277,    Other places of birth,0,10,15
1278,Total - Generation status for the population in private households - 25% sample data,269220,258710,527930
1279,  First generation,72690,65850,138535
1280,  Second generation,67115,66055,133170
1281,  Third generation or more,129420,126805,256220
1282,Total - Admission category and applicant type for the immigrant population in private households who landed between 1980 and 2016 - 25% sample data,42605,38625,81230
1283,  Economic immigrants,15260,14990,30250
1284,    Principal applicants,4285,7175,11460
1285,    Secondary applicants,10970,7820,18785
1286,  Immigrants sponsored by family,14830,10325,25160
1287,  Refugees,11840,12695,24535
1288,  Other immigrants,680,605,1285
1289,Total - Aboriginal identity for the population in private households - 25% sample data,269225,258710,527930
1290,  Aboriginal identity,6245,5890,12130
1291,    Single Aboriginal responses,6010,5650,11655
1292,      First Nations (North American Indian),4395,4045,8445
1293,      Métis,1525,1555,3080
1294,      Inuk (Inuit),85,45,130
1295,    Multiple Aboriginal responses,100,90,185
1296,    Aboriginal responses not included elsewhere ,140,155,290
1297,  Non-Aboriginal identity,262980,252825,515800
1298,Total - Population by Registered or Treaty Indian status for the population in private households - 25% sample data,269225,258710,527930
1299,  Registered or Treaty Indian,2325,2110,4430
1300,  Not a Registered or Treaty Indian,266900,256600,523500
1301,Total - Aboriginal ancestry for the population in private households - 25% sample data,269225,258710,527930
1302,  Aboriginal ancestry (only),1270,1170,2435
1303,    Single Aboriginal ancestry (only),1245,1160,2405
1304,      First Nations (North American Indian) single ancestry,1105,1020,2125
1305,      Métis single ancestry,135,130,265
1306,      Inuit single ancestry,10,0,10
1307,    Multiple Aboriginal ancestries (only),20,10,35
1308,      First Nations (North American Indian) and Métis ancestries,20,15,30
1309,      First Nations (North American Indian) and Inuit ancestries,0,0,10
1310,      Métis and Inuit ancestries,0,0,0
1311,"      First Nations (North American Indian), Métis and Inuit ancestries",0,0,0
1312,  Aboriginal and non-Aboriginal ancestries,7860,7370,15225
1313,    Single Aboriginal and non-Aboriginal ancestries,7710,7260,14970
1314,      First Nations (North American Indian) and non-Aboriginal ancestries,6095,5780,11875
1315,      Métis and non-Aboriginal ancestries,1490,1420,2910
1316,      Inuit and non-Aboriginal ancestries,125,55,180
1317,    Multiple Aboriginal and non-Aboriginal ancestries,150,110,255
1318,"      First Nations (North American Indian), Métis and non-Aboriginal ancestries",140,95,235
1319,"      First Nations (North American Indian), Inuit and non-Aboriginal ancestries",0,0,10
1320,"      Métis, Inuit and non-Aboriginal ancestries",0,0,10
1321,"      First Nations (North American Indian), Métis, Inuit and non-Aboriginal ancestries",0,0,0
1322,  Non-Aboriginal ancestry (only),260095,250170,510270
1323,Total - Visible minority for the population in private households - 25% sample data,269225,258710,527930
1324,  Total visible minority population,51255,48800,100055
1325,    South Asian,11050,11055,22110
1326,    Chinese,5195,4880,10070
1327,    Black,10325,9915,20245
1328,    Filipino,4670,3480,8150
1329,    Latin American,4410,4015,8425
1330,    Arab,4810,5520,10330
1331,    Southeast Asian,3390,3110,6500
1332,    West Asian,2415,2390,4800
1333,    Korean,1095,990,2090
1334,    Japanese,595,460,1055
1335,"    Visible minority, n.i.e.",1305,1225,2535
1336,    Multiple visible minorities,1985,1760,3745
1337,  Not a visible minority,217965,209905,427875
1338,Total - Ethnic origin for the population in private households - 25% sample data,269225,258710,527930
1339,  North American Aboriginal origins,9130,8535,17665
1340,    First Nations (North American Indian),7370,6915,14290
1341,    Inuit,140,75,215
1342,    Métis,1790,1665,3455
1343,  Other North American origins,65420,64130,129550
1344,    Acadian,330,370,695
1345,    American,3100,2835,5940
1346,    Canadian,63040,61900,124935
1347,    New Brunswicker,10,10,20
1348,    Newfoundlander,165,125,290
1349,    Nova Scotian,55,35,95
1350,    Ontarian,35,30,60
1351,    Québécois,70,45,120
1352,"    Other North American origins, n.i.e.",30,30,60
1353,  European origins,195640,187360,383000
1354,    British Isles origins,115590,108830,224420
1355,      Channel Islander,30,35,65
1356,      Cornish,20,0,25
1357,      English,67780,62925,130705
1358,      Irish,46120,41710,87825
1359,      Manx,70,50,120
1360,      Scottish,51490,47275,98760
1361,      Welsh,5305,4660,9970
1362,"      British Isles origins, n.i.e.",7895,7135,15035
1363,    French origins,22825,20825,43650
1364,      Alsatian,10,15,30
1365,      Breton,0,10,10
1366,      Corsican,0,0,0
1367,      French,22820,20805,43620
1368,    Western European origins (except French origins),40460,38495,78950
1369,      Austrian,1760,1635,3395
1370,      Bavarian,10,10,15
1371,      Belgian,740,830,1570
1372,      Dutch,14395,14010,28400
